zones,annee,saison,type,superficie,production,station,cloud_cover_mean_saison,et0_fao_evapotranspiration_saison,nb_jours_pluie,nb_jours_saison,precipitation_hours_saison,precipitation_sum_saison,shortwave_radiation_saison,soil_moisture_saison,soil_temperature_saison,sunshine_duration_saison,temperature_2m_mean_saison,wind_speed_10m_max_saison
Niono,2023,contre_saison,casiers,1336.03,7535.21,niono,32.266666666666666,8.118583333333333,3.0,120,5,0.8999999999999999,22.207916666666666,0.15194166666666667,30.269166666666667,4547577.53,29.16166666666667,17.703333333333333
Molodo,2023,hivernage,casiers,10463.5,61943.92,molodo,67.73770491803279,5.24172131147541,74.0,122,329,443.5,20.806475409836064,0.20426229508196722,31.886885245901638,4239944.42,29.237704918032787,16.54344262295082
Molodo,2023,hivernage,hors_casiers,800.0,3704.0,molodo,67.73770491803279,5.24172131147541,74.0,122,329,443.5,20.806475409836064,0.20426229508196722,31.886885245901638,4239944.42,29.237704918032787,16.54344262295082
Molodo,2023,contre_saison,casiers,1336.03,7535.21,molodo,32.266666666666666,8.120166666666666,3.0,120,5,0.8999999999999999,22.207916666666666,0.15194166666666667,30.28666666666667,4547577.53,29.18,17.703333333333333
Ndebougou,2023,hivernage,casiers,18746.16,114164.114,ndebougou,66.95901639344262,5.307377049180328,78.0,122,310,406.5,20.832459016393443,0.3331065573770492,32.131147540983605,4267159.0,29.386885245901638,15.858196721311476
Ndebougou,2023,hivernage,hors_casiers,309.12,1561.06,ndebougou,66.95901639344262,5.307377049180328,78.0,122,310,406.5,20.832459016393443,0.3331065573770492,32.131147540983605,4267159.0,29.386885245901638,15.858196721311476
Ndebougou,2023,contre_saison,casiers,1703.98,9627.49,ndebougou,32.55833333333333,8.130583333333332,2.0,120,4,1.0,22.161,0.2768083333333333,30.7875,4539142.16,29.241666666666667,17.5825
Kouroumari,2023,hivernage,casiers,22976.0,140383.36,kouroumari,65.31147540983606,5.764508196721311,64.0,122,203,304.0,21.11016393442623,0.30685245901639346,33.07868852459016,4354343.29,30.39672131147541,17.06065573770492
Kouroumari,2023,hivernage,hors_casiers,1295.75,5597.64,kouroumari,65.31147540983606,5.764508196721311,64.0,122,203,304.0,21.11016393442623,0.30685245901639346,33.07868852459016,4354343.29,30.39672131147541,17.06065573770492
Kouroumari,2023,contre_saison,casiers,1902.82,10465.51,kouroumari,32.30833333333333,8.516083333333333,1.0,120,2,0.6,22.24975,0.2818083333333333,30.09333333333333,4550849.03,29.04416666666667,18.785
Mbewani,2023,hivernage,casiers,22489.84,140561.5,mbewani,70.02459016393442,5.03672131147541,78.0,122,362,516.8,20.833688524590166,0.3491147540983606,31.194262295081966,4203159.81,28.62704918032787,15.95327868852459
Mbewani,2023,hivernage,hors_casiers,260.37,1356.53,mbewani,70.02459016393442,5.03672131147541,78.0,122,362,516.8,20.833688524590166,0.3491147540983606,31.194262295081966,4203159.81,28.62704918032787,15.95327868852459
Mbewani,2023,contre_saison,casiers,1214.78,6256.12,mbewani,32.225,7.944333333333334,2.0,120,4,1.0,22.55091666666667,0.27430000000000004,30.5275,4551814.72,29.248333333333335,16.77
